,class_labels,image_name,bar_stool,bookcase,chandelier,dining_chair,market_umbrella,night_stands,ottoman,sconces,table_lamp,vases,location
667,bookcase,794c27a8-3ca0-4480-ac48-0c803c5614cd.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/794c27a8-3ca0-4480-ac48-0c803c5614cd.jpg
668,bookcase,b8eab85a-66e8-430a-a374-805353da0b6d.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/b8eab85a-66e8-430a-a374-805353da0b6d.jpg
669,bookcase,eefd3467-9772-4dcf-a03d-fd5e51675ccc.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/eefd3467-9772-4dcf-a03d-fd5e51675ccc.jpg
670,bookcase,b102ae92-9e52-4eb8-8f48-b33cefcacad6.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/b102ae92-9e52-4eb8-8f48-b33cefcacad6.jpg
671,bookcase,583051cd-7ea1-4fe9-a551-beaeccd1a58b.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/583051cd-7ea1-4fe9-a551-beaeccd1a58b.jpg
672,bookcase,8966fa83-02c3-4db3-8a81-51e86748e23d.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/8966fa83-02c3-4db3-8a81-51e86748e23d.jpg
673,bookcase,56b4fe46-42fc-40ed-9156-16a2a9eb25fe.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/56b4fe46-42fc-40ed-9156-16a2a9eb25fe.jpg
674,bookcase,c861271c-f758-4991-9968-4fa3ea4bd7a0.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/c861271c-f758-4991-9968-4fa3ea4bd7a0.jpg
675,bookcase,ede827e5-29d8-44bd-bbfd-e0506d037a62.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/ede827e5-29d8-44bd-bbfd-e0506d037a62.jpg
676,bookcase,f7589ca9-b802-4aa0-b054-30bbbf9b825c.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/f7589ca9-b802-4aa0-b054-30bbbf9b825c.jpg
677,bookcase,236b8855-2d2b-4fa1-a8b5-2bb3ec4d370a.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/236b8855-2d2b-4fa1-a8b5-2bb3ec4d370a.jpg
678,bookcase,845356c2-acf5-4209-9f74-a4f4cbd49d30.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/845356c2-acf5-4209-9f74-a4f4cbd49d30.jpg
681,bookcase,f257a37c-9051-426b-8e79-b4a2564e68ae.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/f257a37c-9051-426b-8e79-b4a2564e68ae.jpg
682,bookcase,864b0a5a-21e8-4a75-9b6a-065867dfba5e.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/864b0a5a-21e8-4a75-9b6a-065867dfba5e.jpg
683,bookcase,550da2da-931d-42f8-85e1-b30bec215447.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/550da2da-931d-42f8-85e1-b30bec215447.jpg
684,bookcase,20bc9e7a-1fd5-472e-87d2-590a3b939d1d.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/20bc9e7a-1fd5-472e-87d2-590a3b939d1d.jpg
685,bookcase,8d6172c6-e61e-442e-8a8d-d5e4e8c8da28.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/8d6172c6-e61e-442e-8a8d-d5e4e8c8da28.jpg
686,bookcase,a35949ba-86aa-493c-be3f-429adeb376b2.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/a35949ba-86aa-493c-be3f-429adeb376b2.jpg
687,bookcase,cff45085-3f20-4c93-b43f-9306833d8be3.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/cff45085-3f20-4c93-b43f-9306833d8be3.jpg
688,bookcase,9cf6128a-f881-4653-8a6c-ece9a9ae544a.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/9cf6128a-f881-4653-8a6c-ece9a9ae544a.jpg
689,bookcase,1951d4d4-c072-483a-ae0b-ab1625f7a1cf.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/1951d4d4-c072-483a-ae0b-ab1625f7a1cf.jpg
690,bookcase,a13f3967-a229-4e6d-a80e-074d4ba040e9.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/a13f3967-a229-4e6d-a80e-074d4ba040e9.jpg
691,bookcase,a4635875-28d2-4e4d-ae9c-0a8e7f2ddefc.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/a4635875-28d2-4e4d-ae9c-0a8e7f2ddefc.jpg
693,bookcase,95513342-2b7f-48de-9128-b868b165ea39.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/95513342-2b7f-48de-9128-b868b165ea39.jpg
696,bookcase,65adf4d9-9011-47fd-b1b0-621207448fe2.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/65adf4d9-9011-47fd-b1b0-621207448fe2.jpg
697,bookcase,bbda835e-6e0a-4e64-b8b0-65989d2ef402.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/bbda835e-6e0a-4e64-b8b0-65989d2ef402.jpg
698,bookcase,d7c28a89-55e2-42a8-a9c2-7f69ec65dcd1.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/d7c28a89-55e2-42a8-a9c2-7f69ec65dcd1.jpg
699,bookcase,6c86bcd8-9d4e-4722-a54b-baa7d0ed2294.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/6c86bcd8-9d4e-4722-a54b-baa7d0ed2294.jpg
701,bookcase,dd3cb346-c8ba-4acf-94d8-ea0c6844c0a0.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/dd3cb346-c8ba-4acf-94d8-ea0c6844c0a0.jpg
702,bookcase,6b32dc4b-4e2e-4d31-aeba-f22172dabb36.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/6b32dc4b-4e2e-4d31-aeba-f22172dabb36.jpg
703,bookcase,a622dc08-31bf-4553-a3fa-ab9446d4dbab.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/a622dc08-31bf-4553-a3fa-ab9446d4dbab.jpg
704,bookcase,d262efac-32fc-4155-b070-5429c4a2049f.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/d262efac-32fc-4155-b070-5429c4a2049f.jpg
705,bookcase,0072ef34-1bb3-4840-8fba-14bfff5bb91c.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/0072ef34-1bb3-4840-8fba-14bfff5bb91c.jpg
706,bookcase,d7e7e754-45ca-4a29-b0fb-86af23b3c811.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/d7e7e754-45ca-4a29-b0fb-86af23b3c811.jpg
707,bookcase,ca52f710-6276-4c31-9272-a9b6131077f7.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/ca52f710-6276-4c31-9272-a9b6131077f7.jpg
708,bookcase,aac22597-0050-40c5-baab-f1374d6d0fa6.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/aac22597-0050-40c5-baab-f1374d6d0fa6.jpg
709,bookcase,58afa23e-897f-4540-a888-f26bb2fa1aff.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/58afa23e-897f-4540-a888-f26bb2fa1aff.jpg
711,bookcase,33d6eb8d-20b0-4345-8e08-222f124a507f.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/33d6eb8d-20b0-4345-8e08-222f124a507f.jpg
712,bookcase,dc183377-58f8-47b8-aa3f-f2b83b6a833f.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/dc183377-58f8-47b8-aa3f-f2b83b6a833f.jpg
713,bookcase,314ab439-ab76-4e77-9eb2-9604815e4bb0.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/314ab439-ab76-4e77-9eb2-9604815e4bb0.jpg
714,bookcase,5c60f8eb-ba8e-43e0-9094-441029e2a0a3.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/5c60f8eb-ba8e-43e0-9094-441029e2a0a3.jpg
715,bookcase,f6f2ed17-09b0-455c-9ebc-747d2e6fa706.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/f6f2ed17-09b0-455c-9ebc-747d2e6fa706.jpg
716,bookcase,6a13b833-64ed-425a-8a70-60561ab1451b.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/6a13b833-64ed-425a-8a70-60561ab1451b.jpg
718,bookcase,15606b21-d1ae-4dc9-b5a6-1869fafa1349.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/15606b21-d1ae-4dc9-b5a6-1869fafa1349.jpg
719,bookcase,f7937a3a-2a8b-4a77-a3d1-b2e7ee8fe1c6.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/f7937a3a-2a8b-4a77-a3d1-b2e7ee8fe1c6.jpg
720,bookcase,fc7875bc-5c34-4c00-9ae5-c647be93e526.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/fc7875bc-5c34-4c00-9ae5-c647be93e526.jpg
721,bookcase,3abc1661-3690-4ac6-9293-038ea4e3d526.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/3abc1661-3690-4ac6-9293-038ea4e3d526.jpg
722,bookcase,42c96b28-aeab-4666-a401-79af5ff96260.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/42c96b28-aeab-4666-a401-79af5ff96260.jpg
723,bookcase,add22a6d-1155-4a3b-8777-7d1e9f0d0d00.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/add22a6d-1155-4a3b-8777-7d1e9f0d0d00.jpg
724,bookcase,02512dd4-03a2-4353-92d1-dfa9af0beb2c.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/02512dd4-03a2-4353-92d1-dfa9af0beb2c.jpg
725,bookcase,0210c619-6112-409e-95d0-4decc3846cd1.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/0210c619-6112-409e-95d0-4decc3846cd1.jpg
726,bookcase,0c47638d-f0e3-4e00-8893-af9176a190ec.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/0c47638d-f0e3-4e00-8893-af9176a190ec.jpg
728,bookcase,6ce3553c-bd16-47bb-8301-463f03365133.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/6ce3553c-bd16-47bb-8301-463f03365133.jpg
730,bookcase,2ff23b66-2871-4fef-903a-27eddf06af6d.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/2ff23b66-2871-4fef-903a-27eddf06af6d.jpg
731,bookcase,18b57d0e-807c-4b9b-ac9c-c37e995671de.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/18b57d0e-807c-4b9b-ac9c-c37e995671de.jpg
732,bookcase,3250522b-dd41-429e-8ec0-c210e7f1161d.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/3250522b-dd41-429e-8ec0-c210e7f1161d.jpg
733,bookcase,2f955638-7c9c-41e4-8e04-7069ae621f41.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/2f955638-7c9c-41e4-8e04-7069ae621f41.jpg
734,bookcase,66c0c297-d23e-431c-a534-0845549b1ad3.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/66c0c297-d23e-431c-a534-0845549b1ad3.jpg
737,bookcase,c8dd50f1-fb27-4673-be46-b717962d1c63.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/c8dd50f1-fb27-4673-be46-b717962d1c63.jpg
738,bookcase,9f22d08b-8c8e-4581-ac45-2a0bdef4f4a6.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/9f22d08b-8c8e-4581-ac45-2a0bdef4f4a6.jpg
739,bookcase,ed5a1815-0e3f-4843-a5b5-d690f27af259.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/ed5a1815-0e3f-4843-a5b5-d690f27af259.jpg
740,bookcase,27051c34-db30-4a32-a5ce-60c525dc9e6a.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/27051c34-db30-4a32-a5ce-60c525dc9e6a.jpg
741,bookcase,549253df-85ca-4f77-9c8e-4b1528ab9c11.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/549253df-85ca-4f77-9c8e-4b1528ab9c11.jpg
742,bookcase,444c1a22-565f-4310-8217-d3113658505c.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/444c1a22-565f-4310-8217-d3113658505c.jpg
743,bookcase,bd8b3496-b334-40c6-85c2-9b9491fab7f1.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/bd8b3496-b334-40c6-85c2-9b9491fab7f1.jpg
745,bookcase,35d21872-481a-4442-840a-fdc02eeb0838.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/35d21872-481a-4442-840a-fdc02eeb0838.jpg
746,bookcase,edc59281-5252-4b58-a0bb-6d84eb782cb0.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/edc59281-5252-4b58-a0bb-6d84eb782cb0.jpg
747,bookcase,4a463188-f619-4266-babd-24e04789cac9.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/4a463188-f619-4266-babd-24e04789cac9.jpg
748,bookcase,f9f9ddcd-b17c-43d0-8b0c-c51b4fe593a2.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/f9f9ddcd-b17c-43d0-8b0c-c51b4fe593a2.jpg
753,bookcase,76158e5b-5507-48a2-8044-da537d8c80ad.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/76158e5b-5507-48a2-8044-da537d8c80ad.jpg
754,bookcase,972097f2-77a5-406a-aa98-57032c686204.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/972097f2-77a5-406a-aa98-57032c686204.jpg
755,bookcase,fe3d4854-0834-401e-814f-cb2dd0211a31.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/fe3d4854-0834-401e-814f-cb2dd0211a31.jpg
756,bookcase,bb489d28-6270-44da-a004-26bfbdc804b8.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/bb489d28-6270-44da-a004-26bfbdc804b8.jpg
757,bookcase,83417bd7-9149-405f-8922-56d284b44214.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/83417bd7-9149-405f-8922-56d284b44214.jpg
758,bookcase,fbcf8b57-f72a-4662-b52b-ed253be325ce.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/fbcf8b57-f72a-4662-b52b-ed253be325ce.jpg
759,bookcase,210bed1e-0900-4e35-b11e-67415210521d.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/210bed1e-0900-4e35-b11e-67415210521d.jpg
761,bookcase,fb4c104a-ce42-49ae-ae17-c9a2da9d318c.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/fb4c104a-ce42-49ae-ae17-c9a2da9d318c.jpg
762,bookcase,7c2573f8-12db-4e2a-ac09-0a5f17f73eae.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/7c2573f8-12db-4e2a-ac09-0a5f17f73eae.jpg
764,bookcase,81fa754c-1dbb-4fde-a8b7-5ca9aa98a7a2.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/81fa754c-1dbb-4fde-a8b7-5ca9aa98a7a2.jpg
765,bookcase,1c17ae4c-02b0-4a86-a90b-61e06d109eba.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/1c17ae4c-02b0-4a86-a90b-61e06d109eba.jpg
768,bookcase,1a6a983b-bc18-4866-93bd-62fbeed4fb4e.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/1a6a983b-bc18-4866-93bd-62fbeed4fb4e.jpg
769,bookcase,eb79f43a-937a-446e-91d4-c661ad56b25e.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/eb79f43a-937a-446e-91d4-c661ad56b25e.jpg
771,bookcase,efe23a0b-14fa-48c1-a1ff-10f08cd63471.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/efe23a0b-14fa-48c1-a1ff-10f08cd63471.jpg
772,bookcase,a22c1410-80ff-4f7f-a85c-250700275729.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/a22c1410-80ff-4f7f-a85c-250700275729.jpg
773,bookcase,0c22c3e1-5120-4460-a7d7-769f31498900.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/0c22c3e1-5120-4460-a7d7-769f31498900.jpg
774,bookcase,a64a4f42-0419-4210-b6ca-f9befadbf3fd.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/a64a4f42-0419-4210-b6ca-f9befadbf3fd.jpg
775,bookcase,5058a7df-50fa-4994-a145-57676f761f15.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/5058a7df-50fa-4994-a145-57676f761f15.jpg
776,bookcase,6e06d4fe-8386-432d-bcf3-635b6db01e5b.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/6e06d4fe-8386-432d-bcf3-635b6db01e5b.jpg
777,bookcase,89b5fece-4777-4683-95ba-f2381abd2c44.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/89b5fece-4777-4683-95ba-f2381abd2c44.jpg
778,bookcase,a29c14eb-9802-43bd-853f-5e1514504141.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/a29c14eb-9802-43bd-853f-5e1514504141.jpg
779,bookcase,3c898fa5-1c5b-49a1-b17d-ec16a6bd74e3.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/3c898fa5-1c5b-49a1-b17d-ec16a6bd74e3.jpg
780,bookcase,af7750ab-5161-455b-86ec-27f2b003dffa.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/af7750ab-5161-455b-86ec-27f2b003dffa.jpg
781,bookcase,985fcf52-8519-420b-a515-5728cc615945.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/985fcf52-8519-420b-a515-5728cc615945.jpg
782,bookcase,78ef0461-5314-4f4e-bdcb-8ed656eae5c1.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/78ef0461-5314-4f4e-bdcb-8ed656eae5c1.jpg
783,bookcase,bea94f53-aae9-4921-ab5a-da1008588610.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/bea94f53-aae9-4921-ab5a-da1008588610.jpg
784,bookcase,0abc3a96-dcbe-4585-b828-2cd914025b6e.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/0abc3a96-dcbe-4585-b828-2cd914025b6e.jpg
786,bookcase,a74ee9aa-ba91-4065-83d3-9be27fe6fabf.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/a74ee9aa-ba91-4065-83d3-9be27fe6fabf.jpg
787,bookcase,d0656646-a946-4744-972f-a4d0f72b7028.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/d0656646-a946-4744-972f-a4d0f72b7028.jpg
788,bookcase,06147c6b-fd39-4fe4-aa47-1ac43d138b1e.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/06147c6b-fd39-4fe4-aa47-1ac43d138b1e.jpg
789,bookcase,e9bbc809-8248-4c75-87fe-2dec927538a8.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/e9bbc809-8248-4c75-87fe-2dec927538a8.jpg
791,bookcase,d69f9f1b-4c6c-4f5f-8efe-6fa8fc7ee34d.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/d69f9f1b-4c6c-4f5f-8efe-6fa8fc7ee34d.jpg
793,bookcase,0efc975f-a076-4e76-a83f-ee308a87ef57.jpg,0,1,0,0,0,0,0,0,0,0,/Users/yachnasharma/Downloads/case_study_visual_intelligence/VIntel/data/home_depot_products/bookcase/0efc975f-a076-4e76-a83f-ee308a87ef57.jpg
